Transaction_ID,Customer_ID,Time_ID,Location_ID,Device_ID,Account_ID,Transaction_Type_ID,Recent_Transaction_Amount,Risk_Score,Is_Fraudulent
TXN000863,CUST00781,667,9,2,581,5,4082.985426,0.655,0
TXN000864,CUST00369,282,6,2,582,3,3879.333261,0.154,0
TXN000865,CUST00229,668,1,3,583,5,177.1702625,0.236,0
TXN000866,CUST00651,669,1,2,534,2,2556.47372,0.705,0
TXN000867,CUST00840,489,1,3,313,4,2558.199467,0.411,0
TXN000868,CUST00101,670,4,1,580,4,1049.699716,0.174,0
TXN000869,CUST00417,671,10,3,496,5,2947.381266,0.26,0
TXN000870,CUST00261,672,7,3,584,1,4288.542207,0.506,0
TXN000871,CUST00811,673,2,2,79,2,548.2623881,0.422,0
TXN000872,CUST00234,410,6,1,585,1,1695.248676,0.094,0
TXN000873,CUST00089,486,3,1,336,5,3965.328785,0.189,0
TXN000874,CUST00656,674,8,1,36,2,3077.289876,0.145,0
TXN000875,CUST00446,675,7,2,109,3,2921.377942,0.477,0
TXN000876,CUST00863,398,8,2,586,4,4928.742976,0.36,0
TXN000877,CUST00414,676,7,2,15,4,2340.970888,0.151,0
TXN000878,CUST00864,677,8,2,28,5,2175.375707,0.374,0
TXN000879,CUST00683,411,4,1,587,5,2344.126776,0.059,0
TXN000880,CUST00895,221,7,3,186,4,1454.081874,0.351,0
TXN000881,CUST00753,450,10,2,588,1,150.8062529,0.162,0
TXN000882,CUST00083,678,4,2,589,4,1058.561907,0.231,0
TXN000883,CUST00783,679,6,3,590,1,211.9718873,0.557,0
TXN000884,CUST00815,680,10,2,88,2,4001.12931,0.123,0
TXN000885,CUST00200,681,9,3,591,5,3739.946319,0.153,0
TXN000886,CUST00353,682,2,2,592,4,2057.982175,0,0
TXN000887,CUST00894,683,5,1,593,1,4967.9005,0.474,0
TXN000888,CUST00170,684,6,2,594,1,3243.727166,0.489,0
TXN000889,CUST00833,682,7,2,595,5,750.3363037,0.103,0
TXN000890,CUST00157,332,4,1,596,2,2838.810772,0.418,0
TXN000891,CUST00162,28,3,2,597,3,104.6278726,0.145,0
TXN000892,CUST00101,685,6,1,580,2,1549.832265,0.325,0
TXN000893,CUST00528,649,4,2,399,3,1414.21619,0.245,0
TXN000894,CUST00656,686,2,3,36,5,2560.591062,0.553,0
TXN000895,CUST00333,415,10,2,598,5,1144.920368,0.467,0
TXN000896,CUST00980,687,1,1,599,5,4423.551518,0,0
TXN000897,CUST00749,688,4,1,600,3,725.6497335,0.379,0
TXN000898,CUST00917,286,3,1,217,3,3211.386832,0.269,0
TXN000899,CUST00170,620,1,3,594,2,2345.835799,0.203,0
TXN000900,CUST00224,689,10,1,601,5,1932.40328,0.168,0
TXN000901,CUST00029,690,4,2,602,3,378.4381636,0.256,0
TXN000902,CUST00238,691,2,3,603,3,987.9306,0.396,0
TXN000903,CUST00334,692,6,2,604,2,2588.510232,0.181,0
TXN000904,CUST00385,252,1,2,605,1,4844.015911,0.661,0
TXN000905,CUST00270,693,6,2,471,2,902.7987304,0.274,0
TXN000906,CUST00983,694,1,3,606,3,1314.437424,0,0
TXN000907,CUST00578,390,2,2,607,3,3113.472836,0.301,0
TXN000908,CUST00869,437,9,2,371,1,4002.333053,0.461,0
TXN000909,CUST00587,470,1,3,71,2,4648.914814,0,0
TXN000910,CUST00495,695,4,1,608,1,2321.754369,0.094,0
TXN000911,CUST00019,571,6,2,609,1,2544.694731,0.163,0
TXN000912,CUST00176,188,10,1,340,4,3209.921779,0.34,0
TXN000913,CUST00838,696,3,2,610,2,2677.321002,0.031,0
TXN000914,CUST00010,697,5,1,254,1,2356.994167,0.4,0
TXN000915,CUST00867,698,8,1,10,3,4162.768401,0,0
TXN000916,CUST00014,699,1,3,537,5,4922.60404,0.054,0
TXN000917,CUST00242,274,3,2,611,5,1202.456261,0.417,0
TXN000918,CUST00289,700,1,1,248,3,881.9361055,0.691,0
TXN000919,CUST00673,701,1,2,539,4,3781.534796,0.446,0
TXN000920,CUST00688,702,7,2,612,2,490.4492514,0.147,0
TXN000921,CUST00077,703,3,1,132,5,20.87953082,0.333,0
TXN000922,CUST00816,664,4,1,613,4,2604.100405,0.19,0
TXN000923,CUST00203,704,4,2,614,5,2497.62513,0.151,0
TXN000924,CUST00821,705,8,2,61,4,4134.531278,0.092,0
TXN000925,CUST00114,706,4,2,256,3,2017.180367,0.309,0
TXN000926,CUST00923,707,8,2,615,1,4512.673814,0.676,0
TXN000927,CUST00944,708,1,3,616,2,3179.344209,0.376,0
TXN000928,CUST00472,709,8,2,617,5,2465.705466,0.555,0
TXN000929,CUST00979,710,4,2,618,1,1308.842094,0.32,0
TXN000930,CUST00858,711,7,1,351,2,3614.394791,0.318,0
TXN000931,CUST00473,712,8,2,295,3,642.7487868,0.536,0
TXN000932,CUST00841,713,1,3,417,5,1575.242804,0.364,0
TXN000933,CUST00558,668,10,1,158,1,3831.282973,0.219,0
TXN000934,CUST00660,714,1,2,43,4,2192.028493,0.208,0
TXN000935,CUST00319,715,9,2,619,4,4898.720963,0.17,0
TXN000936,CUST00218,74,9,2,620,1,2747.600467,0.338,0
TXN000937,CUST00325,716,1,3,621,2,3519.562691,0.079,0
TXN000938,CUST00113,717,10,2,622,1,2408.369954,0.368,0
TXN000939,CUST00506,718,9,2,241,1,4635.553446,0,0
TXN000940,CUST00040,317,6,1,623,5,1049.088407,0,0
TXN000941,CUST00933,719,1,3,624,4,2030.035561,0.37,0
TXN000942,CUST00566,720,3,2,420,5,1470.533985,0.242,0
TXN000943,CUST00757,721,6,2,625,2,3161.267661,0.48,0
TXN000944,CUST00785,722,1,3,626,1,3538.777961,0.765,1
TXN000945,CUST00600,377,10,3,627,1,4696.668333,0.551,0
TXN000946,CUST00145,723,1,1,628,5,3587.11088,0.309,0
TXN000947,CUST00810,724,2,3,629,5,431.3139595,0.42,0
TXN000948,CUST00728,328,2,1,630,2,1895.933132,0,0
TXN000949,CUST00482,725,5,1,454,5,606.6340594,0.396,0
TXN000950,CUST00747,708,7,2,163,2,3601.781312,0.405,0
TXN000951,CUST00342,572,4,3,144,4,422.9134296,0.162,0
TXN000952,CUST00800,574,7,2,631,5,297.9189857,0.471,0
TXN000953,CUST00346,669,6,3,136,1,4256.718774,0.504,0
TXN000954,CUST00748,726,8,2,632,2,4921.993927,0.057,0
TXN000955,CUST00407,727,7,1,168,4,662.7857205,0.383,0
TXN000956,CUST00953,728,4,1,395,3,4420.986053,0.12,0
TXN000957,CUST00464,729,7,1,202,1,3304.608746,0,0
TXN000958,CUST00483,375,5,2,17,4,941.5510475,0.249,0
TXN000959,CUST00023,108,1,2,106,3,621.3257804,0.203,0
TXN000960,CUST00047,286,5,3,26,4,556.0326507,0.368,0
TXN000961,CUST00591,23,1,1,164,3,1053.803962,0.437,0
TXN000962,CUST00688,156,10,1,612,1,890.0848,0.338,0
TXN000963,CUST00415,530,6,2,564,5,1784.33299,0.652,0
TXN000964,CUST00895,303,5,2,186,4,4470.090545,0.568,0
TXN000965,CUST00496,730,10,3,294,3,2801.634099,0.217,0
TXN000966,CUST00258,343,5,1,633,5,3524.563116,0.628,0
TXN000967,CUST00821,360,1,3,61,3,3818.967631,0.508,0
TXN000968,CUST00571,731,1,1,634,2,1949.766066,0.057,0
TXN000969,CUST00183,536,8,3,276,5,1446.40661,0.33,0
TXN000970,CUST00177,732,3,3,383,2,4358.195459,0.21,0
TXN000971,CUST00110,302,1,2,113,5,1253.519663,0.239,0
TXN000972,CUST00226,733,6,2,635,5,4659.362415,0,0
TXN000973,CUST00859,734,5,3,636,4,4159.042031,0.157,0
TXN000974,CUST00472,735,1,1,617,3,3269.487748,0.687,0
TXN000975,CUST00628,736,5,2,637,4,4223.121974,0,0
TXN000976,CUST00075,737,4,2,486,3,2507.863083,0.307,0
TXN000977,CUST00281,541,5,3,439,4,3987.864004,0.451,0
TXN000978,CUST00918,87,7,3,638,4,4254.818794,0.216,0
TXN000979,CUST00189,137,10,1,501,1,2740.069625,0.153,0
TXN000980,CUST00241,48,9,2,639,1,2719.66382,0.32,0
TXN000981,CUST00829,738,10,1,451,4,4187.488841,0.491,0
TXN000982,CUST00941,110,4,1,230,4,794.6310481,0.246,0
TXN000983,CUST00292,150,6,2,527,5,2559.566836,0.28,0
TXN000984,CUST00087,739,7,1,640,5,4925.148219,0.428,0
TXN000985,CUST00403,740,1,1,641,3,3080.61713,0.274,0
TXN000986,CUST00869,741,3,2,371,2,4701.182733,0.861,1
TXN000987,CUST00311,742,5,3,206,1,3537.386535,0.459,0
TXN000988,CUST00979,743,8,1,618,5,803.2226706,0.282,0
TXN000989,CUST00047,559,5,1,26,4,3407.151122,0.121,0
TXN000990,CUST00786,744,1,3,101,4,4898.693045,0.237,0
TXN000991,CUST00507,745,7,3,403,4,4511.295258,0.251,0
TXN000992,CUST00267,746,1,2,74,3,4040.488541,0.073,0
TXN000993,CUST00750,238,9,2,642,2,4958.973708,0.346,0
TXN000994,CUST00182,747,6,3,643,3,2009.584309,0.183,0
TXN000995,CUST00414,243,7,1,15,5,2323.048581,0.215,0
TXN000996,CUST00376,300,6,3,240,4,3929.788438,0,0
TXN000997,CUST00831,748,3,3,644,2,927.7492158,0.268,0
TXN000998,CUST00802,749,9,2,70,2,338.647409,0.297,0
TXN000999,CUST00582,750,6,1,139,5,3470.720401,0.126,0
TXN001000,CUST00238,92,8,1,603,2,1774.104084,0.422,0
TXN001001,CUST00161,744,7,3,645,4,3177.425538,0.295,0
TXN001002,CUST00958,751,7,2,12,3,1390.169469,0.231,0
TXN001003,CUST00535,436,9,3,251,5,2421.770847,0.466,0
TXN001004,CUST00673,752,7,2,539,2,1276.347094,0.917,1
TXN001005,CUST00732,247,10,2,460,4,1051.272303,0.06,0
TXN001006,CUST00790,753,9,3,378,1,3125.488452,0.289,0
TXN001007,CUST00355,518,3,2,523,5,3593.152385,0,0
TXN001008,CUST00084,152,2,2,646,5,1798.780384,0.655,0
TXN001009,CUST00838,747,9,1,610,3,3275.514139,0.443,0
TXN001010,CUST00048,30,4,3,143,2,3421.986707,0.213,0
TXN001011,CUST00222,473,4,2,155,5,229.4491563,0.195,0
TXN001012,CUST00338,641,6,1,325,5,1845.616114,0.412,0
TXN001013,CUST00334,408,7,3,604,4,1742.299852,0.605,0
TXN001014,CUST00749,14,3,3,600,4,482.2480095,0.313,0
TXN001015,CUST00634,439,1,2,647,3,803.2421082,0.58,0
TXN001016,CUST00876,754,6,2,648,5,2114.409274,0.172,0
TXN001017,CUST00501,755,3,3,649,1,3069.834471,0.242,0
TXN001018,CUST00389,756,9,1,376,3,2140.851353,0.185,0
TXN001019,CUST00727,497,2,1,650,5,4324.177629,0.632,0
TXN001020,CUST00468,315,9,1,651,4,4098.430339,0.364,0
TXN001021,CUST00964,757,1,3,21,1,3963.521759,0.307,0
TXN001022,CUST00961,144,7,1,374,5,599.8551987,0,0
TXN001023,CUST00441,727,3,2,359,1,1105.859365,0.309,0
TXN001024,CUST00856,758,4,2,652,5,4876.488389,0.362,0
TXN001025,CUST00461,454,2,2,22,3,2436.943944,0,0
TXN001026,CUST00325,759,9,2,621,5,2783.233365,0,0
TXN001027,CUST00208,760,9,3,427,2,885.3456167,0.508,0
TXN001028,CUST00220,267,2,2,498,1,2906.221173,0,0
TXN001029,CUST00922,761,10,3,110,5,1298.696546,0.596,0
TXN001030,CUST00973,762,2,3,102,1,440.09299,0.405,0
TXN001031,CUST00827,763,10,3,505,3,3270.109505,0.12,0
TXN001032,CUST00014,143,2,3,537,2,4756.076665,0.288,0
TXN001033,CUST00836,590,6,1,260,1,2108.304624,0.726,0
TXN001034,CUST00018,764,7,2,575,4,3664.591481,0.057,0
TXN001035,CUST00455,765,7,3,653,4,3270.038714,0.22,0
TXN001036,CUST00825,698,3,1,107,2,1252.251193,0.242,0
TXN001037,CUST00262,360,10,2,654,4,3608.253866,0.12,0
TXN001038,CUST00669,766,7,2,247,5,1683.330931,0.423,0
TXN001039,CUST00129,767,3,3,655,4,1421.726301,0.245,0
TXN001040,CUST00064,295,9,2,138,5,1370.343459,0.198,0
TXN001041,CUST00883,768,6,3,482,1,3154.444055,0.584,0
TXN001042,CUST00785,371,10,2,626,3,1712.40816,0.52,0
TXN001043,CUST00955,755,9,1,656,4,4621.474435,0.056,0
TXN001044,CUST00153,769,9,2,657,2,2838.958115,0.541,0
TXN001045,CUST00095,770,2,3,356,5,265.6808292,0.208,0
TXN001046,CUST00448,698,4,1,514,2,4292.593839,0.364,0
TXN001047,CUST00638,771,1,3,658,3,1228.101113,0.257,0
TXN001048,CUST00299,772,10,2,659,2,3727.958158,0.37,0
TXN001049,CUST00306,773,5,3,58,3,3794.51779,0.208,0
TXN001050,CUST00213,186,9,2,660,1,4192.620716,0.491,0
TXN001051,CUST00126,774,10,2,398,4,1455.666108,0.4,0
TXN001052,CUST00377,775,4,1,391,2,3639.733143,0.133,0
TXN001053,CUST00819,492,5,3,661,2,4724.953774,0.485,0
TXN001054,CUST00844,776,9,2,662,3,2199.229039,0.134,0
TXN001055,CUST00427,777,8,1,275,3,2930.91332,0.396,0
TXN001056,CUST00089,738,4,3,336,5,1400.752309,0.333,0
TXN001057,CUST00043,336,5,2,663,3,3943.010091,0.485,0
TXN001058,CUST00008,306,7,2,19,5,3992.385266,0.526,0
TXN001059,CUST00415,778,7,2,564,1,1094.183574,0.334,0
TXN001060,CUST00575,89,10,2,664,1,3100.484456,0.528,0
TXN001061,CUST00180,779,7,3,665,4,3200.546198,0.433,0
TXN001062,CUST00850,757,10,3,364,4,2838.460279,0.324,0
TXN001063,CUST00914,780,1,3,438,5,4028.26073,0,0
TXN001064,CUST00995,781,7,3,125,3,4815.588154,0.687,0
TXN001065,CUST00934,782,1,1,48,5,4073.404302,0.493,0
TXN001066,CUST00447,390,8,1,200,1,2151.500331,0.157,0
TXN001067,CUST00719,640,2,1,666,2,4000.617493,0,0
TXN001068,CUST00329,783,7,2,667,3,4029.000233,0,0
TXN001069,CUST00104,784,8,2,668,1,1808.594961,0.229,0
TXN001070,CUST00045,604,6,3,6,3,3177.826956,0.019,0
TXN001071,CUST00329,499,2,1,667,4,2404.668067,0.585,0
TXN001072,CUST00045,785,10,1,6,5,2410.817627,0.223,0
TXN001073,CUST00059,786,1,2,669,3,4455.980045,0.141,0
TXN001074,CUST00820,764,7,1,670,1,2142.695794,0.103,0
TXN001075,CUST00554,787,8,1,174,1,57.17604016,0,0
TXN001076,CUST00668,94,10,1,431,5,4731.658155,0.018,0
TXN001077,CUST00048,788,5,2,143,1,2358.046452,0.483,0
TXN001078,CUST00857,789,8,1,277,5,1723.780384,0.3,0
TXN001079,CUST00069,104,3,2,671,1,4055.681889,0.464,0
TXN001080,CUST00009,257,5,3,672,2,3438.962915,0.056,0
TXN001081,CUST00097,708,10,2,366,2,472.0199462,0.865,1
TXN001082,CUST00234,164,10,2,585,3,648.7571851,0.075,0
TXN001083,CUST00634,3,8,1,647,3,4829.256616,0.566,0
TXN001084,CUST00206,444,9,2,673,1,2329.715587,0.704,0
TXN001085,CUST00782,790,9,2,674,1,2230.626208,0.273,0
TXN001086,CUST00612,474,8,1,310,2,1098.012401,0.208,0
TXN001087,CUST00162,788,5,2,597,5,4297.101434,0,0
TXN001088,CUST00514,791,2,3,675,3,4154.826309,0.254,0
TXN001089,CUST00913,784,5,1,676,2,2716.454095,0.452,0
TXN001090,CUST00913,792,9,2,676,5,21.24641431,0.467,0
TXN001091,CUST00095,793,3,2,356,4,1304.283726,0.292,0
TXN001092,CUST00559,529,7,3,193,5,2481.652586,0.475,0
TXN001093,CUST00461,110,5,3,22,2,1882.666571,0.637,0
TXN001094,CUST00443,794,6,2,677,2,2736.403048,0.245,0
TXN001095,CUST00854,795,3,3,678,2,2601.008495,0.191,0
TXN001096,CUST00608,495,2,1,679,5,486.5866796,0.341,0
TXN001097,CUST00728,796,7,3,630,1,1130.98272,0.469,0
TXN001098,CUST00432,797,6,3,65,5,2299.44396,0,0
TXN001099,CUST00264,37,2,3,64,5,266.9519635,0.501,0
TXN001100,CUST00477,798,10,3,432,2,2191.093811,0.317,0
TXN001101,CUST00810,799,7,3,629,5,4664.081294,0.151,0
TXN001102,CUST00060,661,8,2,484,4,2391.46357,0,0
TXN001103,CUST00764,627,9,1,354,3,2866.324029,0.052,0
TXN001104,CUST00096,768,1,2,680,5,1873.201151,0.545,0
TXN001105,CUST00668,800,4,3,431,1,2875.210011,0.003,0
TXN001106,CUST00953,369,6,2,395,4,873.87326,0.409,0
TXN001107,CUST00416,801,6,1,681,1,2007.831159,0.588,0
TXN001108,CUST00450,802,7,2,62,3,1964.148226,0.321,0
TXN001109,CUST01000,618,3,1,682,3,1317.890126,0.375,0
TXN001110,CUST00653,195,5,3,683,2,1402.627101,0.061,0
TXN001111,CUST00237,167,9,1,38,5,3280.52092,0.218,0
TXN001112,CUST00843,627,6,3,684,3,3224.548731,0.095,0
TXN001113,CUST00669,803,2,2,247,4,3772.338847,0.272,0
TXN001114,CUST00261,764,7,3,584,3,4868.424435,0.096,0
TXN001115,CUST00161,112,8,3,645,3,985.9146073,0.5,0
TXN001116,CUST00013,804,7,3,171,3,527.2835754,0.151,0
TXN001117,CUST00108,805,6,1,685,2,1584.069566,0.058,0
TXN001118,CUST00963,806,1,2,686,3,432.0978183,0.061,0
TXN001119,CUST00454,807,5,1,508,5,3363.723118,0.062,0
TXN001120,CUST00455,808,7,3,653,5,3866.262897,0.345,0
TXN001121,CUST00742,809,5,1,687,3,3078.045079,0.423,0
TXN001122,CUST00491,573,7,1,4,3,1812.504026,0,0
TXN001123,CUST00777,231,3,2,47,3,1449.00276,0.339,0
TXN001124,CUST00882,629,2,3,561,4,2706.350747,0.536,0
TXN001125,CUST00382,810,2,2,688,1,91.07876337,0.162,0
TXN001126,CUST00934,655,1,3,48,5,4178.91792,0.273,0
TXN001127,CUST00057,584,4,3,44,5,4299.437548,0.152,0
TXN001128,CUST00380,180,4,1,689,1,2689.111802,0.094,0
TXN001129,CUST00679,811,6,2,690,5,2326.053465,0.468,0
TXN001130,CUST00381,186,2,1,510,3,1686.731511,0.313,0
TXN001131,CUST00803,812,7,1,332,2,826.9609092,0.152,0
TXN001132,CUST00735,813,8,2,504,3,1242.974547,0.484,0
TXN001133,CUST00666,814,8,2,90,4,2509.347583,0,0
TXN001134,CUST00598,815,8,1,691,4,3357.822092,0.279,0
TXN001135,CUST00410,810,10,2,692,5,2761.781415,0.465,0
TXN001136,CUST00819,94,8,2,661,1,2905.916382,0.362,0
TXN001137,CUST00792,816,5,3,559,1,1780.225634,0.297,0
TXN001138,CUST00345,291,1,1,185,4,4648.20396,0.204,0
TXN001139,CUST00958,165,6,1,12,2,1722.882053,0.563,0
TXN001140,CUST00882,67,7,2,561,3,2337.824429,0.271,0
TXN001141,CUST00643,615,1,2,316,1,4810.098058,0.128,0
TXN001142,CUST00402,817,9,2,436,5,3612.596856,0.401,0
TXN001143,CUST00222,818,1,1,155,1,1445.293205,0.303,0
TXN001144,CUST00363,549,3,1,693,2,2322.136131,0.35,0
TXN001145,CUST00939,819,3,2,180,5,3258.498385,0.43,0
TXN001146,CUST00328,820,8,1,544,4,1711.553017,0.249,0
TXN001147,CUST00488,821,7,2,68,3,1183.349029,0.258,0
TXN001148,CUST00250,822,3,1,694,1,3143.951999,0.232,0
TXN001149,CUST00054,823,3,3,695,2,517.6569275,0,0
TXN001150,CUST00680,824,9,3,696,5,4219.77024,0.292,0
TXN001151,CUST00254,825,7,3,131,1,4749.267976,0.375,0
TXN001152,CUST00448,826,1,3,514,2,3738.350238,0.668,0
TXN001153,CUST00647,534,3,2,5,3,3061.800416,0.14,0
TXN001154,CUST00626,29,9,2,697,2,160.0070293,0.119,0
TXN001155,CUST00756,132,10,1,533,4,1151.867101,0.581,0
TXN001156,CUST00361,139,2,2,698,1,2591.638956,0.17,0
TXN001157,CUST00970,262,10,1,283,1,3401.49129,0.255,0
TXN001158,CUST00237,2,8,2,38,1,3346.288001,0.293,0
TXN001159,CUST00579,827,5,2,296,2,4089.889417,0.388,0
TXN001160,CUST00174,828,6,2,492,5,2773.804963,0.162,0
TXN001161,CUST00862,816,3,1,699,5,3360.184984,0.058,0
TXN001162,CUST00312,385,5,1,700,2,2913.76612,0.308,0
TXN001163,CUST00632,829,3,3,701,3,4814.555212,0.182,0
TXN001164,CUST00206,611,3,2,673,1,2373.464282,0.228,0
TXN001165,CUST00877,830,4,3,261,1,3765.088084,0.289,0
TXN001166,CUST00915,831,9,1,315,4,763.4695084,0.433,0
TXN001167,CUST00241,832,1,3,639,4,3357.031233,0.442,0
TXN001168,CUST00500,438,7,1,375,2,4493.874945,0.323,0
TXN001169,CUST00865,787,10,1,702,3,3684.055338,0.128,0
TXN001170,CUST00877,575,4,3,261,1,1307.720854,0.018,0
TXN001171,CUST00287,528,10,3,159,3,4585.277866,0.251,0
TXN001172,CUST00494,438,5,3,703,1,2813.392306,0.554,0
TXN001173,CUST00293,833,9,1,329,2,1264.061931,0.524,0
TXN001174,CUST00674,1,1,3,704,3,1952.50286,0.399,0
TXN001175,CUST00453,146,6,2,191,3,4471.789884,0.51,0
TXN001176,CUST00107,834,2,2,705,2,2934.680194,0.397,0
TXN001177,CUST00706,835,1,1,14,5,4466.082955,0.493,0
TXN001178,CUST00560,836,3,3,56,1,3199.338696,0.51,0
TXN001179,CUST00977,837,10,3,290,5,4760.515321,0.219,0
TXN001180,CUST00684,776,10,2,81,2,1106.92012,0.371,0
TXN001181,CUST00424,104,8,1,515,2,4872.91767,0.271,0
TXN001182,CUST00087,838,5,1,640,1,847.7862355,0.619,0
TXN001183,CUST00137,664,10,2,123,1,638.225119,0.222,0
TXN001184,CUST00011,94,2,3,549,4,3106.16879,0.391,0
TXN001185,CUST00416,839,6,1,681,4,4019.957385,0.376,0
TXN001186,CUST00044,840,6,1,298,1,1858.405635,0.461,0
TXN001187,CUST00070,445,7,1,133,1,3735.561733,0.287,0
TXN001188,CUST00137,841,8,1,123,2,1511.841842,0.166,0
TXN001189,CUST00850,842,1,2,364,2,377.4252717,0.316,0
TXN001190,CUST00844,843,6,1,662,3,2792.069563,0.189,0
TXN001191,CUST00377,766,7,2,391,5,4141.244663,0,0
TXN001192,CUST00969,797,2,2,350,3,3113.181111,0.108,0
TXN001193,CUST00192,220,3,2,706,3,1073.618812,0.157,0
TXN001194,CUST00095,89,4,2,356,5,3893.282782,0.502,0
TXN001195,CUST00396,844,1,2,145,5,1030.307141,0.312,0
TXN001196,CUST00997,3,5,2,707,1,575.2038679,0.135,0
TXN001197,CUST00519,536,1,2,381,3,1199.963923,0.423,0
TXN001198,CUST00188,665,2,1,708,3,4355.790603,0.233,0
TXN001199,CUST00654,644,3,3,709,2,2892.084542,0.074,0
TXN001200,CUST00156,840,5,3,710,1,2118.084542,0.561,0
TXN001201,CUST00754,845,10,1,493,1,744.2762844,0.277,0
TXN001202,CUST00518,846,10,2,222,5,3043.469449,0.728,0
TXN001203,CUST00839,574,7,1,711,1,4458.651553,0.114,0
TXN001204,CUST00600,393,4,1,627,4,2301.793896,0.309,0
TXN001205,CUST00516,847,4,3,712,2,423.193954,0.373,0
TXN001206,CUST00712,848,6,2,209,5,4903.365662,0.071,0
TXN001207,CUST00368,849,9,1,20,1,3200.468148,0.09,0
TXN001208,CUST00683,850,1,1,587,5,3767.195597,0.12,0
TXN001209,CUST00002,660,3,1,488,1,4973.648917,0.256,0
TXN001210,CUST00486,607,10,2,153,1,4646.352684,0.487,0
TXN001211,CUST00521,696,3,1,103,5,4660.658622,0,0
TXN001212,CUST00521,851,1,1,103,3,3417.051748,0.318,0
TXN001213,CUST00925,754,5,1,713,2,339.3034511,0.155,0
TXN001214,CUST00295,230,4,1,714,4,513.6111626,0.171,0
TXN001215,CUST00704,852,7,3,715,3,720.047209,0.165,0
TXN001216,CUST00114,838,8,1,256,5,1675.661937,0.448,0
TXN001217,CUST00944,827,10,3,616,4,1591.199253,0.476,0
TXN001218,CUST00610,853,7,2,716,4,3517.477253,0.478,0
TXN001219,CUST00011,854,9,1,549,4,485.5644002,0.604,0
TXN001220,CUST00362,855,9,2,717,4,2793.906219,0.266,0
TXN001221,CUST00239,322,1,1,718,5,3339.386009,0.372,0
TXN001222,CUST00907,856,8,3,719,2,2020.807607,0.376,0
TXN001223,CUST00472,857,8,2,617,5,3984.857718,0.562,0
TXN001224,CUST00351,858,2,2,243,3,750.3469958,0.254,0
TXN001225,CUST00684,465,7,2,81,2,4822.722625,0.669,0
TXN001226,CUST00211,378,9,3,720,3,3076.717869,0.206,0
TXN001227,CUST00037,859,9,2,538,2,3402.227145,0.589,0
TXN001228,CUST00697,576,8,2,424,2,4711.296705,0.182,0
TXN001229,CUST00568,281,9,1,721,5,4766.752187,0.38,0
TXN001230,CUST00069,298,3,3,671,3,3086.080773,0.403,0
TXN001231,CUST00041,783,5,2,722,5,3414.152111,0.214,0
TXN001232,CUST00388,860,7,2,288,2,220.9734489,0.091,0
TXN001233,CUST00095,383,5,1,356,3,1770.873008,0.395,0
TXN001234,CUST00886,861,6,3,723,4,2494.347537,0.419,0
TXN001235,CUST00674,862,1,3,704,1,2469.3028,0.091,0
TXN001236,CUST00074,668,2,1,724,2,2233.327704,0.489,0
TXN001237,CUST00118,34,5,2,725,1,670.4913933,0.605,0
TXN001238,CUST00662,853,6,1,520,4,1201.621778,0.206,0
TXN001239,CUST00756,863,10,3,533,4,4607.535843,0.204,0
TXN001240,CUST00258,707,1,2,633,1,1710.12024,0.326,0
TXN001241,CUST00198,257,8,3,409,1,821.2820961,0.473,0
TXN001242,CUST00338,591,9,2,325,2,90.58230292,0.208,0
TXN001243,CUST00352,864,2,3,726,2,2847.984922,0.265,0
TXN001244,CUST00660,865,7,2,43,1,4696.158028,0.451,0
TXN001245,CUST00134,866,9,3,727,2,1448.431767,0.098,0
TXN001246,CUST00089,376,4,2,336,1,4879.750746,0.519,0
TXN001247,CUST00491,867,4,1,4,3,1290.225592,0.235,0
TXN001248,CUST00747,796,10,1,163,4,3374.788412,0,0
TXN001249,CUST00978,426,2,2,465,5,1213.65598,0,0
TXN001250,CUST00218,807,5,3,620,5,2292.631797,0.392,0
TXN001251,CUST00919,734,10,2,279,3,1130.123208,0.477,0
TXN001252,CUST00942,868,5,2,728,3,3267.076773,0.301,0
TXN001253,CUST00513,482,4,1,729,5,2258.895501,0.442,0
TXN001254,CUST00178,692,4,2,730,4,2569.313094,0.068,0
TXN001255,CUST00797,565,4,3,552,3,3704.871057,0.611,0
TXN001256,CUST00303,138,6,2,731,2,3297.381275,0.333,0
TXN001257,CUST00747,869,7,1,163,5,292.9820573,0.029,0
TXN001258,CUST00113,231,2,2,622,4,3443.44355,0.226,0
TXN001259,CUST00088,870,3,1,732,1,939.0897652,0.556,0
TXN001260,CUST00550,871,8,1,733,1,2441.438005,0.563,0
TXN001261,CUST00366,460,4,3,548,1,4294.643377,0.323,0
TXN001262,CUST00360,180,6,2,40,2,1000.293009,0.327,0
TXN001263,CUST00181,872,6,1,734,3,1147.778686,0.206,0
TXN001264,CUST00521,873,9,1,103,3,4026.221516,0.246,0
TXN001265,CUST00768,764,3,1,162,4,997.2374299,0.201,0
TXN001266,CUST00931,455,3,2,72,4,4265.971224,0,0
TXN001267,CUST00027,874,6,2,570,1,1270.917565,0.452,0
TXN001268,CUST00669,875,3,2,247,1,1647.696989,0,0
TXN001269,CUST00655,738,4,2,735,5,7.418166836,0.128,0
TXN001270,CUST00222,876,10,1,155,5,3827.983427,0.091,0
TXN001271,CUST00415,495,2,3,564,1,986.8487021,0.302,0
TXN001272,CUST00180,741,6,1,665,2,3952.956964,0.316,0
TXN001273,CUST00373,877,5,3,736,4,4749.726551,0.407,0
